1788068460.376,3,200,0.033767,0.002473
1788068461.936,3,200,0.022870,0.001382
1788068463.484,3,200,0.009681,0.001454
1788068465.017,3,200,0.015126,0.001312
1788068466.555,3,200,0.019714,0.002270
1788068468.099,3,200,0.027483,0.001220
1788068469.649,3,200,0.027835,0.001243
1788068471.205,3,200,0.009787,0.001281
1788068472.741,3,200,0.019341,0.001228
1788068474.287,3,200,0.029831,0.001373
1788068475.847,3,200,0.009098,0.001899
1788068477.381,3,200,0.015775,0.001628
1788068478.921,3,200,0.025777,0.001469
1788068480.520,3,200,0.031349,0.002414
1788068482.083,3,200,0.009005,0.001200
1788068483.614,3,200,0.015428,0.001422
1788068485.153,3,200,0.020662,0.001330
1788068486.698,3,200,0.019457,0.001558
1788068488.241,3,200,0.010791,0.001336
1788068489.775,3,200,0.038034,0.002428
1788068491.345,3,200,0.019052,0.001223
1788068492.886,3,200,0.018523,0.001179
1788068494.430,3,200,0.009956,0.001130
1788068495.963,3,200,0.009852,0.001663
1788068497.499,3,200,0.022092,0.001577
1788068499.044,3,200,0.009134,0.001361
1788068500.579,3,200,0.010319,0.001901
1788068502.115,3,200,0.012207,0.001429
1788068503.653,3,200,0.014862,0.001599
1788068505.195,3,200,0.019877,0.001233
1788068506.743,3,200,0.009154,0.001495
1788068508.277,3,200,0.010433,0.001806
1788068509.816,3,200,0.020159,0.001995
1788068511.363,3,200,0.014622,0.001343
1788068512.901,3,200,0.009977,0.001209
1788068514.435,3,200,0.010989,0.002013
1788068515.977,3,200,0.018425,0.002082
1788068517.528,3,200,0.010723,0.001475
1788068519.064,3,200,0.019465,0.002193
1788068520.612,3,200,0.015615,0.001779
1788068522.158,3,200,0.011195,0.001532
1788068523.697,3,200,0.012257,0.002065
1788068525.239,3,200,0.010090,0.001706
1788068526.775,3,200,0.012329,0.001857
1788068528.314,3,200,0.021554,0.004527
1788068529.871,3,200,0.012752,0.002074
1788068531.417,3,200,0.010725,0.001741
1788068532.954,3,200,0.011190,0.001635
1788068534.495,3,200,0.012944,0.002012
1788068536.040,3,200,0.018901,0.001899
1788068537.588,3,200,0.012281,0.001652
1788068539.127,3,200,0.010626,0.001967
1788068540.661,3,200,0.010766,0.001636
1788068542.207,3,200,0.016906,0.001742
1788068543.752,3,200,0.011485,0.001995
1788068545.294,3,200,0.013281,0.001550
1788068546.832,3,200,0.011106,0.001364
1788068548.376,3,200,0.017301,0.001786
1788068549.921,3,200,0.019259,0.003189
1788068568.880,3,200,0.014577,0.002245
1788068570.425,3,200,0.013454,0.001992
1788068571.965,3,200,0.010910,0.001888
1788068573.508,3,200,0.014492,0.001980
1788068575.048,3,200,0.017624,0.001791
1788068576.591,3,000,0.014244,0.002122
1788068578.136,3,200,0.012971,0.001883
1788068579.678,3,200,0.011895,0.002199
1788068581.220,3,200,0.014414,0.002397
1788068582.764,3,200,0.010445,0.001686
1788068584.302,3,200,0.018843,0.002872
1788068585.851,3,200,0.011686,0.001832
1788068587.394,3,200,0.013524,0.002425
1788068588.942,3,200,0.012317,0.002087
1788068590.484,3,200,0.012083,0.001792
1788068592.025,3,200,0.012685,0.001652
1788068593.570,3,200,0.011807,0.002019
1788068595.112,3,200,0.012806,0.002160
1788068596.652,3,200,0.013010,0.002031
1788068598.199,3,200,0.025825,0.001901
1788068599.756,3,200,0.009824,0.001468
1788068601.290,3,200,0.022149,0.001777
1788068602.840,3,200,0.011850,0.001833
1788068604.374,3,200,0.010736,0.001327
1788068605.914,3,200,0.010965,0.001526
1788068607.454,3,000,0.022677,0.001586
1788068609.009,3,200,0.016308,0.002000
1788068610.551,3,200,0.011443,0.001665
1788068612.092,3,200,0.012397,0.001921
1788068613.642,3,200,0.015154,0.002037
1788068615.193,3,200,0.010858,0.001361
1788068616.736,3,200,0.013365,0.002637
1788068618.284,3,200,0.015505,0.002163
1788068619.833,3,200,0.015215,0.002896
1788068621.381,3,200,0.019786,0.001682
1788068622.932,3,000,0.017866,0.002374
1788068624.482,3,200,0.012277,0.001757
1788068626.027,3,200,0.015961,0.002221
1788068627.570,3,200,0.011709,0.001606
1788068629.114,3,200,0.014397,0.002272
1788068630.661,3,200,0.012605,0.002022
1788068632.201,3,200,0.019254,0.001851
1788068633.751,3,000,0.016379,0.002576
1788068635.298,3,000,0.022935,0.002504
1788068636.848,3,200,0.013639,0.001645
1788068638.386,3,000,0.012062,0.001483
1788068639.924,3,200,0.011640,0.001081
1788068641.464,3,000,0.010689,0.001832
1788068643.010,3,200,0.011142,0.001766
1788068644.553,3,000,0.017539,0.002035
1788068646.099,3,200,0.011979,0.001800
1788068647.643,3,200,0.020118,0.002044
1788068649.194,3,200,0.019894,0.002899
1788068650.747,3,200,0.011433,0.001333
1788068652.287,3,200,0.013040,0.001846
1788068653.830,3,200,0.013590,0.002437
1788068655.371,3,200,0.012148,0.001970
1788068656.914,3,200,0.018087,0.002103
1788068658.460,3,200,0.014711,0.002002
1788068660.009,3,200,0.012882,0.002193
1788068661.551,3,200,0.018434,0.001882
1788068663.096,3,200,0.011688,0.001183
1788068664.635,3,200,0.016337,0.001318
1788068666.177,3,200,0.015614,0.001783
1788068667.724,3,200,0.015227,0.001848
1788068669.275,3,000,0.012699,0.001759
1788068670.817,3,200,0.011514,0.001560
1788068672.359,3,200,0.017784,0.003004
1788068673.913,3,200,0.011513,0.001844
1788068675.462,3,200,0.019890,0.002110
1788068677.014,3,200,0.010181,0.001249
1788068678.550,3,200,0.011421,0.001589
1788068680.086,3,200,0.021178,0.002036
1788068681.639,3,000,0.014601,0.001425
1788068683.181,3,200,0.014121,0.002018
1788068684.729,3,200,0.011478,0.001433
1788068686.274,3,200,0.024538,0.002241
1788068687.831,3,200,0.016388,0.001772
1788068689.372,3,200,0.012479,0.001982
1788068690.912,3,200,0.012624,0.002220
1788068692.453,3,200,0.012057,0.001597
1788068693.995,3,200,0.018820,0.001391
